content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	avgNeg	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	avgPos	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
1961  Les Amis De La Music by Brigitte Bardot: http://www.youtube.com/watch?v=3cbq7H_Ul34&feature=player_embedded	0	neutral	0	0	0	0	0	0	0	5.596	0	1	0.109375	1	-0.25	neutral	1	0	1	-1	0	1	0	0	3.874	0	0	1	0	0	0	0	0	0
Sitting in my car :( man I think I really messed up with lukas tonight. :(	0	neutral	0	1	0	0	0	0	-1.841	0.317	-2	3	0.4527587891	0	-0.0859375	negative	0	0	0	-1	-5.032	1	0	0	3.27	0	0	1	0.329	0	-0.005	0.661	-0.228	0.559
I like how my parents just love to ruin everything  including what would have been the best Valentine's Day of my life.	0	negative	4	1	1	3	0	8	-3.003	3.188	-2	2	0.9053039551	1	-0.1811552048	positive	1	1	2	-2	-3.412	3	0	0	4.392	0	1	2	1.526	-0.049	1.138	1.694	-1.08	2.639
The thing about pictures of scenery is the never quite being able to translate the true experience- http://tweetphoto.com/11371545	0	positive	2	0	0	0	0	2	-3.912	4.706	0	2	0.4994735718	1	-0.4228515625	neutral	0	0	1	-1	-2.143	1	0	0	3.874	1	0	2	0.776	-0.034	0.377	1.025	-0.569	1.364
OH SNAP. my 6 year old cousin snores SO loud.	0	neutral	0	1	0	0	0	0	-0.511	0.601	0	3	0.0507919937	0	-0.09375	neutral	0	0	0	-1	-1.618	1	0	0	0.776	0	0	1	0	-0.027	0.023	0	-0.104	0
From Hacking Exposed 2-14-10: MS update gives some XP boxes blue screen of death: http://tinyurl.com/yl8dz44	1	neutral	0	1	2	0	1	0	-5.294	1.31	-3	2	0.376953125	0	-0.6277961731	neutral	2	2	0	-1	-2.918	1	1	1	2.163	0	1	1	0.183	-0.264	-0.536	0.39	-0.523	0.405
Photo: (via hopelesslydope) http://tumblr.com/xqr6fc2hx	0	negative	0	0	0	0	0	0	-0.169	1.066	0	1	0	0	0	neutral	0	0	0	-4	0	1	0	0	0.009	0	0	1	0	0	0	0	0	0
I posted two new tutorials. One one textures: http://bit.ly/aYgwLL and one on Patterns: http://bit.ly/dCw2WN	0	neutral	0	0	0	0	0	0	-1.182	3.599	0	1	0.1202392578	0	-0.03125	neutral	0	0	0	-1	-0.457	1	0	0	1.583	0	0	1	0.361	0	0.076	0.567	0.032	0.799
New Post!: The Careers through Culinary Arts Program: 20th Anniversary Benefit http://bit.ly/bZ2jbJ	0	positive	1	0	0	1	0	2	-1.084	5.311	0	1	0.6090087891	0	-2.44140625E-4	neutral	0	0	2	-1	-0.12	1	0	0	4.696	1	0	2	0.576	0	0.361	0.415	-0.432	0.993
@faitholds hahah i dont mean to do that. its because b is right by the space barrrrr on my phone and my computer.	0	positive	1	0	0	1	0	0	-3.89	1.198	0	2	0.2192268372	0	-0.5842469298	negative	0	0	0	-1	-5.009	2	0	0	2.017	0	0	2	1.496	0	0.715	2.115	-0.508	2.197
Ya style is played out like Arnold & that what you talking 'bout Willis.	0	positive	1	0	0	1	0	2	-2.209	4.274	0	2	0.1805419922	0	-0.1273841858	neutral	0	0	0	-1	-0.245	1	0	0	3.366	0	0	2	0.597	0	0.542	0.759	-0.485	0.972
@Intricate11 girl ya it was just how they said it especially the in denial part! http://myloc.me/3NJbN	0	positive	2	1	1	0	0	0	-4.739	2.007	0	1	0.1804199219	0	-0.1875	neutral	0	1	0	-1	-0.892	2	0	0	0.894	0	0	2	0.312	-0.61	0.023	0.538	0.355	-0.34
forgot to put the frozen yogurt away! whoops:P	0	positive	0	1	1	0	0	0	-0.786	0.737	0	2	0.048828125	0	-0.0014648438	negative	0	0	0	-1	-2.221	2	0	0	2.775	0	0	2	0.221	-0.05	-0.013	0.195	0.034	0.347
@brigwyn the laptop kept overheating and the repair trips were in the waranty period. They could never figure out what was wrong with it	0	negative	1	1	1	0	0	0	-5.049	1.295	-2	2	0.0702896118	0	-1.8750038147	negative	0	1	0	-2	-7.938	1	0	0	2.25	0	0	1	0.439	-0.797	-0.737	0.616	0.399	0.149
The one time NASCAR should step in today  they don't.	0	neutral	0	0	0	0	1	0	-1.975	1.349	0	2	0.0886230469	0	-0.3124656677	neutral	0	0	0	-1	-0.585	1	0	0	0.897	0	0	1	0.189	0	0.065	0.058	-0.018	0.494
My v-day gift = cartoons & bed rest #lame sum time 2day he will b rubbin my back & tummy :)	1	negative	2	1	1	0	2	2	-2.669	2.25	-2	2	0.1867675763	1	-0.0898132324	negative	0	0	2	-3	-5.109	3	0	0	5.869	0	0	1	1.103	0	0.955	1.099	0.034	1.263
the annoying cramps is getting my way! I wanna kill eeuuu!	0	negative	0	2	2	0	0	0	-2.032	1.07	-5	3	9.765625E-4	0	-0.4448699951	neutral	1	2	0	-3	-5.553	1	0	1	1.676	0	1	2	0.082	-0.454	-0.141	0.172	0.662	-0.483
Photo: fuckyeahsubtitles: http://tumblr.com/xit6fw0gf	0	neutral	0	0	0	0	0	0	0	0.546	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0.009	0	0	1	0	0	0	0	0	0
@justinbieber all I can say is that your are AMAZING! I love & appreciate how you try to treat all your fans equally. We love you!	1	positive	5	0	1	5	1	12	-5.038	12.268	0	1	2.1174926758	3	-0.125	positive	1	1	4	-1	-2.226	4	1	1	6.957	1	1	4	1.258	0	1.379	0.532	-0.475	2.131
@andreakhay no one asked me anything lol me and @_QuickSilver said ear piercings on Monday lol	0	positive	0	0	0	0	0	6	-4.454	1.335	-1	2	0.0668945313	0	-0.1484375	neutral	0	0	0	-1	-3.178	2	0	0	1.534	0	0	2	0.305	-0.556	-0.826	0.386	0.045	-0.155
V-Day Gift 4 t/Planet> A Guide for Mass Meditation for Global Healing - http://bit.ly/8IqS8V #green #meditation #earth #eco Please RT	1	positive	1	0	0	0	2	3	-0.853	8.236	0	1	0.5314941406	3	-0.216217041	neutral	0	0	4	-1	-0.125	2	0	0	8.769	3	0	2	1.427	0	1.28	1.513	-0.28	1.769
Babysitter...check! Day with my honey...check! Nothing else matters  except the kids that is	0	positive	0	0	0	0	0	1	-1.939	2.15	0	1	0.0634765625	0	0	positive	0	0	0	-1	-1.721	2	0	0	2.385	0	0	2	0.428	0	0.076	0.706	-0.303	0.803
Happy V Day everyone! Or happy singles awareness day. Whichever works for you...	0	positive	2	0	0	3	2	6	-2.147	7.609	0	1	1.283203125	2	-0.015625	positive	0	0	2	-1	0	2	0	0	4.175	2	0	2	0.469	-0.078	0.832	0.189	0.018	0.11
RT @vcoach: If you don?t like being alone  perhaps it would be wise to start making friends with the one you?re alone with!	0	positive	3	0	0	2	1	2	-3.887	5.142	-4	2	0.2413330078	0	-0.1328089237	neutral	0	0	1	-1	-3.836	2	0	0	1.798	0	0	2	2.426	-0.57	1.439	2.776	-1.523	3.08
RT @BITCHUTRIPPIN: RT @shinealious: My body hot lol	0	negative	1	0	0	1	0	3	-0.707	1.806	0	2	0	0	-0.0391888618	neutral	0	0	0	-2	-1.12	2	0	1	1.868	0	0	2	0.03	0	0.098	0	-0.058	0.051
Happy Valentine's Day! Check out our Whole Trade roses. We won't tell anyone you only paid $19.99 for a dozen! http://bit.ly/c55QpL	0	positive	1	0	0	1	1	3	-3.273	7.517	0	2	1.5005409726	1	-0.0726966858	neutral	0	0	1	-1	-1.503	2	0	0	4.196	2	0	2	0.953	0	0.771	1.127	-0.193	1.153
I just took You live in a House Between Justin and Chris. In ... and got: You and Justin become good friends! Try it: http://bit.ly/9RTQoA	1	positive	4	0	1	1	1	3	-1.986	4.758	0	1	1.1520316023	1	-0.09375	positive	0	0	1	-1	-1.2	3	0	0	4.115	1	0	2	1.558	-0.065	0.911	2.137	-0.607	2.069
Hubs: Hon  if you don't have something nice to say... Daughter: Then she'd never say anything.	0	positive	1	0	0	1	0	3	-4.895	3.412	0	2	0.4063720703	1	-0.6244192123	neutral	0	0	1	-1	-1.83	1	0	0	3.448	0	0	2	0.363	-0.034	0.192	0.439	-0.627	0.981
Book Review: Does God Believe in Atheists? (John Blanchard) http://ff.im/-fUDch	0	neutral	0	0	0	0	1	1	-1.546	1.774	0	1	0.2129516602	1	0	neutral	0	1	1	-1	-1.294	1	1	0	2.544	1	1	1	0.814	0	0.938	0.422	-0.177	1.26
to all the wonders that swim in the stream who hang around me...you are marvellous and inspirational and this past year devine :) gratitude	0	positive	3	1	0	4	1	2	-2.186	7.245	0	1	1.0473632813	2	-0.32421875	neutral	0	0	2	-1	-1.732	3	0	0	8.113	0	1	3	1.654	-0.048	0.929	0.742	-0.198	2.027
Daughter's been *killing* it on video chat with Grandma. I'd put her on that ChatRoulette thing if that weren't  like  awful parenting. #fb	0	negative	1	2	1	1	0	2	-8.294	2.842	-6	3	0.4067382813	1	-0.0634765625	neutral	2	2	1	-4	-5.061	1	1	2	1.481	0	2	2	0.865	0	0.413	0.534	-0.515	1.329
John Pilger - Pepsi vs Coke in The Ice Cold War http://tinyurl.com/y9e3dgd John Pilger - Apartheid Did Not Die http://tinyurl.com/yb48zl6	0	negative	0	2	2	0	0	0	-6.676	3.192	-5	1	0	0	-1.3618278503	neutral	1	5	0	-3	-2.697	1	2	0	5.281	0	2	1	0.423	-0.164	0.398	0.488	-0.391	0.279
hi sulli  i beleive  then reply my tweets hihi :) RT @realSULLI why do some people dont really believe my account.	0	neutral	0	0	0	0	0	0	-8.681	4.556	0	2	0.7189178467	0	-0.2812156677	negative	0	0	0	-1	-4.783	2	0	0	1.859	1	0	1	0.721	0	0.095	1.338	-0.82	1.55
Nieuw Amsterdam?s Life & Tender Boats Make Their Way to the Yard (Cruise Addicts) http://tinyurl.com/y9b95mx	0	positive	1	1	0	1	0	2	-2.246	1.981	0	1	0.2432508767	1	-0.015625	neutral	0	0	1	-1	-0.213	1	0	0	1.676	1	0	3	1.533	0	1.466	2.12	-0.455	1.468
[HOMESERVER]At Risk: My Movies installe Windows Media Encoder 9  veuillez ne pas arr?ter ou red?marrer votre Windows Home Server.	0	negative	0	1	1	0	1	0	-1.995	1.724	-2	1	0.00390625	0	-0.07421875	neutral	0	1	0	-2	-2.95	1	0	0	3.98	0	1	1	0.074	-0.05	-0.029	0.074	-0.125	0.143
@corynathan I wish! I might have to quiz you after  especially about Daniel Burkas talk.	0	positive	3	0	0	0	0	1	-2.849	1.749	0	1	0.095703125	0	-0.3706693649	neutral	0	1	1	-1	-2.974	2	0	0	1.725	0	0	2	0.374	0	-0.007	0.755	-0.557	0.93
4480??	0	neutral	0	0	0	0	0	0	0	0	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RT @vltrgn: RT @aainaanasibah happy Sunday!	0	positive	1	0	0	1	1	3	0	3.138	0	1	0.453125	1	0	positive	0	0	1	-1	0	3	0	0	1.988	1	0	2	0.298	0	0.894	0	0	0
?1?: How to MAVERICKS SURF 11/7/09: THE FIRST PADDLE DAY OF THE YEAR. PETER MEL  ION BANNER  TYLER FOX  NA... http://bit.ly/bExblM Let's go	0	neutral	0	0	0	0	1	0	-4.398	3.679	0	1	0.2404976469	0	-0.83984375	neutral	0	0	1	-1	-1.576	1	0	0	6.183	0	0	1	0.468	-0.038	0.08	0.357	-0.196	0.611
Wish I was in Barcelona at the Mobile World Congress this week: http://bit.ly/4yTlYI Friends going. Maybe next year schedules will work out.	0	neutral	3	0	0	1	1	1	-3.993	1.761	0	2	0.0166629183	0	-0.3119544983	negative	0	0	0	-1	-4.677	1	1	0	3.053	1	0	1	1.925	0	1.816	2.332	-0.324	1.952
The next person to tell me that flirting is harmless will be getting slapped on sight... Flirting plants seeds...	0	positive	2	0	0	1	0	0	-5.567	2.211	0	2	1.3819580078	0	-0.40625	neutral	0	0	0	-1	-1.34	1	0	0	1.294	0	0	2	0.324	0	-0.124	0.52	-0.154	0.731
RT @NelenaBieber: okay! this is like my 100th tweet for #Nelena4Vday ...still not on tt?? really??	0	positive	2	0	0	1	0	2	-2.781	3.288	0	1	0.8051757813	0	-0.6655864716	negative	0	0	0	-1	-2.621	2	0	0	1.38	0	0	2	0.579	0	0.434	0.869	-0.454	0.888
RT @romeoMARVELOUS: #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHea	0	neutral	0	0	0	0	0	0	0	0.613	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0.038	0	0	1	0	0	0	0	0	0
RT @weLOVEsue: #GhettoVdayGifts watchin movie BET blackbuster...and then the AIDS commercial comes on... #awkwardmoment	0	negative	0	0	0	0	0	0	-1.693	2.978	0	1	0.0859375	0	-0.09375	neutral	0	0	0	-2	-0.034	1	0	0	0.757	0	0	1	0.146	-0.102	0.067	0.132	-0.372	0.285
@todofandadisney http://twitpic.com/139jkz - jose	0	neutral	0	0	0	0	0	0	0	0.601	0	1	0	0	0	positive	0	0	0	-1	0	1	0	0	0.479	0	0	1	0	0	0	0	0	0
Stamkos scores for T-Bay...and Walker/Prust square off.	0	neutral	0	0	0	0	0	0	0	0.268	0	2	0.0310366899	0	-0.6040039063	neutral	0	0	0	-1	-0.57	2	0	0	0.634	0	0	1	0.197	0	0.025	0.219	0.081	0.428
http://twitpic.com/1395mn - More meadow thanks to @kstew411	0	positive	0	0	0	0	0	2	-0.196	3.14	0	1	0	0	0	positive	0	0	1	-1	-0.165	2	0	0	1.327	0	0	2	0	0	0	0	0	0
The extra benefit of a Modulating Boiler	0	neutral	1	0	0	1	0	2	-0.693	0.877	0	1	0.73828125	0	-0.0625	neutral	0	0	2	-1	-1.154	2	0	0	1.625	0	0	1	0.387	0	0.012	0.646	-0.26	0.763
You could have a hard time letting go of your ambitions now  b... More for Capricorn http://twittascope.com/twittascope/?sign=10	0	neutral	0	1	1	0	1	0	-1.643	4.336	-1	2	0.0068359953	0	-0.4364994168	neutral	0	0	0	-1	-2.12	1	0	0	2.592	0	0	1	0.426	0	0.156	0.379	-0.139	0.764
Dodi and Diana wanted a wedding made in heaven ... ... http://bit.ly/aPoPkJ	0	positive	1	0	0	1	0	2	-0.237	2.016	0	1	0.625	0	-0.0625	neutral	0	0	0	-1	-0.888	2	0	0	3.846	0	0	2	1.094	0	0.796	1.359	-0.057	1.182
great song!!! (YouTube http://youtu.be/a1sf2CzEq0w?a)	0	positive	1	0	0	1	0	3	0	3.837	0	1	0.06640625	0	0	neutral	0	0	0	-1	0	3	0	0	2.8	0	0	3	0.857	0	0.905	0.773	0	0.892
dropping off the girls back home to YPO	0	neutral	1	0	0	0	0	0	-0.699	0.517	0	1	0.4262695294	0	-0.3540039063	neutral	0	0	0	-1	-1.145	1	0	0	0.89	0	0	1	0.192	0	0.034	0.263	-0.119	0.4
i wanna meet @Jillisalynn so i might have to come to my homie jheri party..	0	positive	1	0	0	0	0	0	-1.423	1.401	0	1	0.0391988754	0	-0.3119535446	neutral	0	0	0	-1	-2.912	2	0	0	1.54	0	0	2	0.245	0	-0.081	0.62	-0.513	0.707
@CourtneySit my kitchen's so tiny if I don't put them away I have to walk on tippy-toe around my lounge to get anywhere	0	neutral	0	0	1	0	0	0	-3.71	2.539	0	3	0.2017860422	0	-0.3133840561	negative	0	1	0	-1	-4.366	1	0	0	2.314	0	0	1	0.603	0	0.014	0.843	-0.384	1.334
Wew! Whose cat?? RT @ayubabe: RIP Casper...kucing di london yg suka naik bis tiap hri...hiks.. http://myloc.me/3OAUz	0	positive	0	1	0	0	0	0	-2.497	2.338	0	1	0	0	-0.0546875	negative	0	0	0	-1	-2.97	1	0	0	1.046	0	0	2	0	-0.092	-0.113	-0.003	0	-0.165
Oh my lord  a group of Melissa Marie wannabes have walked into the restaurant. Not everyone can get away with the look. Eeeek.	0	positive	0	0	0	0	0	0	-7.116	4.674	0	2	0.2944679269	0	-0.8134183884	neutral	0	1	1	-1	-3.235	1	1	0	3.188	1	0	2	1.133	-0.025	0.287	0.939	-0.744	2.04
Wtf. There's a pot deal going down in front of my house..o_O THIS ISN'T STOCKTON  DAMNIT..	1	negative	1	0	1	0	1	0	-2.555	0.192	-8	3	0.0436720997	1	-0.2817382813	negative	0	0	1	-3	-5.043	1	0	0	2.406	1	0	1	0.171	0	-0.066	0.388	-0.203	0.394
@michaelgmassey is a bad influence. my liver hates me.	0	negative	0	2	1	0	0	0	-2.078	0.9	-6	3	0.00390625	0	-0.3486785889	negative	1	2	1	-4	-4.689	1	1	1	0.44	0	1	1	0	-0.367	-0.755	0.154	-0.643	0.142
lol u righttt...and why u change ur name AGAIN. RT @MissOfficiEllE be nice to All the single ladies *beyonce voice* youre taunting them..	0	positive	1	1	1	1	0	6	-5.781	5.962	0	2	0.7714812756	0	-0.3791503906	positive	0	0	0	-1	-3.01	2	0	0	4.999	0	1	2	0.48	0	0.05	0.828	-0.359	1.062
I'm at a loss for jokes right now lol I need sumn' in my system!! (Austin Powers' voice) Somebody stole my mojo!	0	negative	1	2	2	1	0	5	-7.75	3.278	-3	2	1.220703125E-4	0	-0.3645546995	negative	1	1	0	-3	-6.39	2	0	1	5.109	1	1	2	0.289	-0.856	-0.815	0.514	0.415	-0.075
RT @Reactor105: Yo Soy Tu Amigo Fiel - Toy Story http://www.youtube.com/watch?v=5B3rG1CI4hQ	0	neutral	0	0	0	0	0	0	-1.56	3.653	0	1	0.34765625	0	-0.09375	neutral	0	0	0	-1	-0.347	1	0	0	1.709	0	0	1	0.352	0	0	0.847	0	0
Ollie Hales`s (United States  North Carolina) testimonial how to make money online for free.	1	neutral	1	0	0	1	1	2	-4.161	4.453	0	1	0.6178965867	1	0	neutral	0	0	2	-1	-1.1	2	0	1	2.404	2	0	1	0.316	0	-0.012	0.593	-0.165	0.532
@badyellowchick i said great minds...how's the insulting you?....you're so ungrateful smh  women	0	negative	1	2	2	1	0	3	-8.592	1.863	-2	3	0.06640625	0	-1.46875	positive	1	2	0	-3	-2.698	2	2	2	1.593	0	1	3	0.939	0	0.905	0.847	0	1.065
#fancy RT @koball: Sporting a bowtie tonight at we hit Minerva's for a Valentine's Evening out with my girls.	0	neutral	1	0	0	1	1	0	-0.942	3.746	0	1	0.296875	1	-0.4633218497	positive	0	1	1	-1	-1.649	2	0	1	6.155	0	0	1	0.397	-0.028	-0.031	0.432	-0.084	0.676
just joined a video chat with 6 other people at http://tinychat.com/lauryxxoyoutube #tinychat	0	neutral	1	0	0	0	0	0	-1.419	2.368	0	1	0.2038574219	0	-0.4375	neutral	0	0	1	-1	-1.263	1	0	0	1.671	0	0	1	0.507	0	0.206	0.792	-0.309	0.828
I favorited a YouTube video -- Behind the Scenes - Monica Bellucci by Craig McDean http://youtu.be/7wH3DcBpqbI?a	0	positive	0	0	0	1	0	2	-1.174	5.101	0	1	0	0	-0.375	neutral	0	0	0	-1	-0.67	1	0	0	2.023	0	0	2	0.157	0	-0.037	0.242	-0.086	0.353
@realGTRUTH I heard the moto was better.	0	neutral	1	0	0	1	0	2	-1.373	0.55	0	1	0.6756286621	0	-0.03125	neutral	0	0	0	-1	-0.669	1	0	0	0.356	0	0	1	0.082	0	0	0.074	0	0.173
RT @BirdWatchingMag: We're on our third day with @birdingholland - just a handful of species short of 100. Can we hit the century? Don't bet against it	0	neutral	1	0	1	0	0	0	-3.565	5.976	0	2	0.4235839844	0	-0.8999783844	positive	0	1	0	-1	-0.79	2	0	1	3.522	0	0	1	0.549	-0.104	-0.064	0.886	-0.383	0.781
Money Making Marketing For Loan Officers.: New Money Making Marketing E-book For Mortgage Loan Officers. Increase ... http://bit.ly/c1eGlz	2	neutral	0	0	0	0	2	1	-6.789	5.593	0	1	0.0758056641	2	0	neutral	0	0	3	-1	-3.5	1	0	2	1.366	2	1	1	1.204	0	-0.066	2.124	-0.403	1.958
@jesscann They probably just want to draw people in and then when you're there they'll tell you the real price.	0	neutral	3	0	0	0	0	1	-6.073	2.573	0	2	0.4833984375	0	-0.2514648438	neutral	0	0	1	-1	-2.319	1	0	0	0.965	1	0	1	0.924	0	0.387	1.394	-0.813	1.8
Join Educators 2.0! http://bit.ly/4TqBAe	0	positive	0	0	0	0	0	1	-0.101	3.008	0	1	0	0	0	neutral	0	0	1	-1	-0.067	1	0	0	0.856	0	0	2	0.13	0	0.12	0.131	-0.118	0.257
@TheBotLebowski Shut the fuck up Donny! http://www.youtube.com/watch?v=MjYJ7zZ9BRw	0	negative	0	1	0	0	0	0	-2.422	0.651	-4	3	0.0537109375	0	-0.0234375	neutral	0	0	0	-3	-1.371	1	0	0	0.415	0	0	2	0.181	-0.514	0.02	0.219	0.741	-0.494
@heidianderson Thanks for the RT Heidi..	0	positive	0	0	0	0	0	2	-1.438	2.99	0	1	0	0	0	positive	0	0	0	-1	0	2	0	0	0.866	0	0	2	0.253	0	0	0.293	0	0.467
RT @icarusaccount: Happy Valentines Day everyone! tell someone you love them today <3	0	positive	2	0	0	2	1	6	-2.243	5.958	0	1	1.1960449219	2	0	positive	0	0	2	-1	-1.332	3	0	0	5.877	1	0	3	0.705	0	1.385	0.028	-0.228	0.756
ADUUUH another mencret dramaRT @mamunBANDIT: Kalo mau sedikit saja buka hatilo!! http://myloc.me/3Ob51 http://myloc.me/3OhxW	0	positive	0	0	0	0	0	0	0	1.645	0	1	0	0	-0.125	neutral	0	0	0	-1	-0.557	1	0	0	1.403	0	0	2	0.134	0	-0.073	0.366	-0.166	0.276
Took the Tom ou Bill? quiz & got: Bill! What about you? ? http://bit.ly/cqyoPu	0	positive	0	0	0	0	0	0	-1.404	2.496	0	1	0.033203125	0	0	neutral	0	1	0	-1	-1.426	1	0	0	2.764	0	0	2	0.334	-0.025	0.016	0.44	-0.278	0.74
@barretttv they are going to talk to the prisoners regarding loving their spouses. Or cell mates.	0	positive	0	0	0	1	0	2	-5.442	4.406	-2	1	0.75	1	-0.1881103516	positive	0	0	2	-1	-1.518	2	0	0	1.807	1	0	4	0.564	-0.026	0.889	0.83	-0.418	0.311
Burger test w/ Hays ? at Moonies Burger House http://gowal.la/s/2PM7	0	neutral	0	0	0	0	0	0	0	0.52	0	1	0.1331176758	0	0	neutral	0	0	0	-1	-2.497	1	0	0	2.51	0	0	1	0	0	0	0	0	0
Off for now folks - Hopefully will be able to phone @KrispinDavies. Tw33t ya later.	0	neutral	3	0	0	0	0	2	-1.112	3.219	0	1	0.4415283203	0	-0.5141601563	positive	0	0	0	-1	-2.004	2	0	0	1.314	0	0	1	0.823	0	0.38	1.496	-0.594	1.222
AWESOME!! My dream last night was just a little too influenced by Woodstock.	0	positive	3	0	2	1	0	5	-1.041	4.277	0	1	0.924528718	0	-0.7592773438	positive	0	0	0	-1	-1.523	3	0	0	5.206	0	0	4	0.426	0	0.041	0.803	-0.345	0.778
Do IT!! RT @ClintonSparks: I want to start club tonight with your all I need by MJB & Method Man (cont) http://tl.gd/90ilp	0	positive	1	0	0	0	1	1	-2.954	4.726	0	1	0.6573486328	0	-0.8979113102	neutral	0	0	0	-1	-2.589	1	0	0	3.314	0	0	2	0.781	0	0.409	1.295	-0.956	1.382
@EddieGrayy lmaolmaolmao. I'm tweeting it once more because @gescapes told me so. Clearly I do what othres tell me to do.	0	neutral	1	0	0	1	0	1	-5.63	1.686	0	2	0.4677734375	0	-0.3124313354	positive	0	0	0	-1	-2.479	1	0	0	0	0	0	1	0.234	0	-0.172	0.525	-0.337	0.718
@RobinRahardian @janejelica: in 2 hours  the meat-ball baby will be 1 year old! ? RT: Techno family http://tweetphoto.com/11383728	0	positive	1	0	0	0	0	0	-0.23	2.18	0	1	0.2960205078	1	-0.4609375	neutral	0	0	1	-1	-1.361	1	0	0	2.659	0	0	2	0.151	-0.029	-0.088	0.227	-0.046	0.274
? Nelson Riddle - The Theme From Route 66 http://somafm.com #nowplaying	1	neutral	0	0	0	0	0	0	-0.834	2.982	0	1	0.03125	0	-0.0283203125	neutral	0	0	0	-1	0	1	0	0	2.095	0	0	1	0.227	0	0.031	0.243	-0.172	0.552
doing my annual valentines day reflecting  and i've really only come to one thing.	0	neutral	0	0	0	0	0	0	-1.283	1.028	0	2	0.4585638046	0	-0.3212890625	neutral	0	0	0	-1	-2.597	1	0	0	3.405	0	0	1	0.435	0	-0.005	0.79	-0.275	0.999
I finished my fourth can of Coke WTF.	0	negative	0	0	0	0	0	0	-1.903	1.023	-4	2	0.34375	0	-0.03125	neutral	0	0	0	-3	-2.189	1	0	0	1.996	0	0	1	0.061	0	0	0.22	0.103	0.068
I don't give a shit about Valentines  i'm pissed that i have no access to the new Uffie album!!	0	negative	0	1	0	0	0	0	-3.888	2.841	-9	3	0.0777587891	0	-1.0496510325	negative	0	1	0	-3	-6.763	1	1	1	3.369	0	0	2	0.607	-0.786	0.405	0.912	0.092	-0.622
@x_OneLoveJB YESSS! HAHA. Those posters are awesome! :D I can stare at them all day long! xD	0	positive	1	0	1	1	1	7	-2.143	6.552	0	1	1.2509765625	0	-0.1092529297	positive	0	0	0	-1	-0.791	3	0	0	5.292	0	0	4	0.135	0	0.037	0.291	-0.08	0.159
Thr R times  tht I test yr faith 'til U think U might surrender. Baby Im  Im not ashamed 2 say  tht my hopes wr (cont) http://tl.gd/919hr	0	positive	3	2	2	1	1	3	-9.762	2.591	-2	2	0.392578125	2	-1.6171875	negative	2	2	2	-1	-6.598	1	1	0	2.828	1	1	2	0.897	-0.157	0.319	1.062	-0.569	1.407
So my kids hockey organization is putting on a fundraiser to purchase Sadie's WheelChair Adaptive stroller.. they told us today!!	1	positive	1	0	0	1	1	0	-5.577	3.508	0	1	0.40625	1	-0.0625	neutral	0	0	1	-1	-2.514	2	0	0	3.748	1	0	2	0.173	0	0.019	0.342	-0.073	0.233
Kalimantan dit hehe RT @adidid: dmn tuh len? RT @ellnh: Lampion raksasa http://tweetphoto.com/11350657	0	positive	0	0	0	0	0	0	-5.906	4.002	0	1	0	0	0	positive	0	0	0	-1	-1.169	1	0	0	1.003	0	0	2	0	0	0	0	0	0
@Preach8 me too. I'm disappointed. Expected better from the dunks.	0	negative	1	1	2	1	1	2	-2.928	0.296	-2	2	0.5506286621	0	-0.71875	negative	1	1	0	-2	-3.745	1	1	1	0.557	0	0	1	0.321	0	0.059	0.522	-0.404	0.786
I uploaded a YouTube video -- aster cafe r an b singer live.mp4 http://youtu.be/oUSx_D4Zb6Y?a	0	neutral	0	0	0	0	0	0	-1.72	3.859	0	1	0	0	-0.21875	neutral	0	0	1	-1	-0.628	1	0	0	2.33	0	0	1	0.594	0	0.882	0.901	0	0
My babyshowed up to Love the kids too. @BozackJenkins I'm so glad you are here boo.... http://twitgoo.com/dy32x	0	positive	2	0	1	2	1	6	-2.369	3.579	0	1	0.5075683594	2	-0.15625	neutral	0	1	2	-1	-3.177	3	0	0	1.636	0	0	3	0.87	0	1.336	0.571	-0.457	1.163
This American Life's Ira Glass on the art of storytelling http://is.gd/8nkPy	1	neutral	0	0	0	0	1	0	-0.256	2.885	0	1	0.1562805176	1	-0.16015625	neutral	1	0	1	-1	-0.194	1	0	0	3.006	0	0	1	0.243	0	0.057	0.383	0.052	0.343
@SlapHoAssNiggas Y nt  its #vday Heather...I dnt hve a Valentine sooooo I gotta gt sum1 wifey... http://url4.eu/1OqNs	0	positive	0	0	0	0	0	0	-4.684	0.428	0	2	0	0	-0.09375	negative	0	0	0	-1	-5.981	1	0	0	0.912	0	0	2	0.084	0	0	0.197	-0.131	0.185
